Spindle speed (rpm),Cutting speed (mm/min),Feed rate (mm/min),Depth of cut (mm),Surface roughness (Ra)
1957.139954623418,307.4181155395181,157.14334089609704,0.27143679523364966,0.6589946801682625
1997.8801084340848,313.76738901330793,497.8801084340848,0.15600635943675978,0.6986703919669852
1459.4008976365483,229.20792095885935,364.85022440913707,0.15,0.5416169018618548
1565.7579416707433,245.94301340117065,200.0,0.23779617651552212,0.24399271697048353
2000.0,314.10152076861175,489.35461971759554,0.15,0.6882297574483519
1460.3078676109203,229.37515984432332,223.01539338054602,0.15,0.4627180775050713
1521.0418363200754,238.9196493339656,200.0,0.2301157595911195,0.24716187239853077
1719.067505085807,270.0248694654774,203.17791751430119,0.9459754022568799,1.3994851448128238
1139.5655297064336,178.99725557863806,200.0,0.15,0.3085514775465396
2000.0,314.1124646114575,462.60616562766876,0.15,0.6783424662510675
1700.0,267.03,200.0,0.6514157639249128,1.319705091524223
914.5784422747487,143.6545443592493,200.0,0.15,0.34708998929119583
1205.1382056843536,189.28020289929964,301.2845514210884,0.15,0.4702750282116015
1351.9260458753301,212.35255429207325,200.0,0.30082544823228435,0.750546870088278
1239.5618906669724,194.70038178596803,188.02190546665136,0.15,0.38470224879845705
1841.0901903338115,289.1905658950973,270.54509516690575,0.5207895558877731,1.0358715178210107
2000.0,314.1008293914464,494.19425987525034,0.15,0.6905348089177263
1937.278513778686,304.2985452308389,81.36074311065704,0.17090716207377138,0.2964036814367369
2000.0,314.15,94.17065463929025,0.15,0.40935837474250947
1349.7384557797604,212.0082045899781,200.0,0.15,0.27806593488860565
607.759552344851,95.45885939725441,200.8313806083769,0.15,0.41780106785223514
884.3072910452833,138.9028019278574,200.0,0.15936747678280924,0.3438040267146825
1488.4519423131796,233.80003109855426,200.0,0.4096067480818616,0.8769038846263592
1725.5406829338654,271.0415899328124,212.7703414669327,0.9276347316873812,1.3834887999807677
1537.8827256776897,241.56292913582308,230.74511356990374,0.15,0.5103255678495187
1679.3233906480818,263.7781182030007,253.7970171944246,0.15,0.3917022425142649
1605.0566973395905,252.11630601810285,200.0,0.39303401840375424,0.9939431338821862
1050.768531039397,165.04472085566846,192.38472034409045,0.15,0.33881201637367814
1700.0,267.03,200.0,0.6122000999756197,1.3046756883156563
982.9305070012464,154.38923612454573,200.0,0.15,0.3414167679188966
2000.0,314.15,93.89714207056362,0.15,0.4087839983481836
1175.1700287152166,184.58670908217888,200.0,0.26260930417406786,0.5802331822380116
1309.4334894446686,205.68068044754756,200.0,0.6311316289199649,0.9773730087488535
1896.1087036731797,297.7994556063219,396.1087036731798,0.30583694449023036,0.9034028316049395
673.2200611125687,105.74154032694614,200.0,0.17995366136423266,0.4754023654425848
1807.013534467294,283.8382591469963,146.49323276635297,0.21432882184423532,0.2544583580984687
1700.0,267.03,200.0,0.42984439972451466,1.0622113239099022
1921.791641529229,301.8660738295242,89.10417923538546,0.3324861697651322,0.5972897985515969
1174.569673851399,184.4924019095712,200.0,0.17493852483591416,0.31007377019690296
2000.0,314.15,99.82578644170053,0.15,0.3888473903404658
937.5711703139692,147.26937371920647,200.0,0.19585705677132306,0.47888548472352815
1022.862923506088,160.66681277339518,200.0,0.261431461753044,0.5902098689284927
986.0065138072866,154.87460501887367,200.0,0.30791175564843537,0.7265983220885064
1058.7515545687008,166.2998692227429,200.0,0.15,0.32824968908625984
1974.9497849903994,310.2154462291587,62.52510750480032,0.1750502150096006,0.38674060202688176
1414.2634873974948,222.14650860039848,200.0,0.34283713865774523,0.7285269747949894
957.6810461726477,150.42775032756862,180.28986922841904,0.15,0.3513439651275784
784.9130905820462,123.28984653043945,200.0,0.15,0.3611260728253861
2000.0,314.15,67.35916932731222,0.15,0.33492549641986596
1259.9498628542626,197.90292445714755,161.0075205718606,0.15,0.33391717320921027
1717.840451859385,269.8291668967375,217.84045185938498,0.432159548140615,1.1290483955118233
1989.8209034519555,312.5511184097159,51.908580602758335,0.15,0.3163887837466281
1704.1015894480993,267.6742229826481,199.31640175865013,0.5938476158278512,1.2894261024028002
1511.0747253621068,237.35361785987973,200.0,0.4299672528258961,0.9221494507242135
1768.304482479308,277.75835738141666,165.8477587603459,0.49754327628103767,1.0760979064328278
1550.9250869437626,243.61246080048016,200.0,0.5041661273209902,1.0955544049514456
871.5322158605331,136.89318557475872,200.0,0.15,0.36383223938443643
2000.0,314.15,96.2164517369205,0.15,0.38361385501853473
1190.989758385477,187.07374577402416,200.0,0.526084391699849,0.9413451791046322
955.0878840814669,150.0208601917744,200.0,0.2706239098411409,0.5352440104747296
1708.5841111615396,268.3758492606988,231.78650694759625,0.15,0.4949148606026601
1089.2489407411185,171.0937773669112,200.0,0.15,0.3156712748851317
1955.678272428132,307.1885339893786,157.38695459531135,0.27557822812029265,0.6635098164695002
1796.6237496749536,282.2063702822793,183.89604172084108,0.6245445840917753,1.1141539871890593
1956.5398559562882,307.3232805736137,336.96195678688645,0.15,0.6005571274774675
1700.0,267.03,200.0,0.5924386903591385,1.2408880950200203
1785.528550608154,280.46368434885403,157.23572469592293,0.4717071740877688,1.0196374111064708
1992.5799910433523,312.98447559310256,349.2049990403592,0.15,0.6321514886136389
1516.0029667478827,238.12374601675745,198.3997033252117,0.15,0.2652416020438568
1844.3420305564453,289.70132159939897,127.82898472177737,0.5132019287016277,0.8752564523329179
2000.0,314.15,299.0718690472472,0.15,0.6061298421367063
1217.4865446667438,191.2367864362521,200.0,0.1797271259334643,0.340334463928311
1948.3822661532477,306.0425746038034,241.3970443588746,0.29625024589913185,0.7522824508268177
1405.8466621024718,220.82439368305626,200.0,0.273507997261483,0.6526565015139545
1815.1673664119635,285.09975979003707,315.1673664119634,0.6736924618327703,1.1615426717563593
1766.5769360092636,277.4425751078548,449.9807720019851,0.15,0.6471655987098309
1959.7610783170649,307.8294713766529,55.02986521036691,0.15,0.31794129738943117
1861.958191133851,292.4682332207569,280.97909556692554,0.288041808866149,0.8740909285988525
1700.0,267.03,200.0,0.28631954336028514,0.39008442155621526
1948.8936678874002,306.0773279849641,469.33620073244015,0.15,0.6486637295328554
2000.0,314.15,139.57530339481906,0.15,0.50470813712912
1855.6514171378217,291.47764925178046,174.0580971436964,0.3665228742932675,0.8987306466186957
1700.0,267.03,200.0,0.3574791205875846,0.7233247217116585
1700.0,267.03,200.0,0.9735419520240665,1.4427167808096266
1854.5521047220439,291.30498391500896,225.75868412034066,0.4893784223152312,0.9880128640505605
860.3688296495847,135.14260160840197,200.0,0.18018441482479236,0.4198799487682425
1467.2279456286233,230.46616569934417,200.0,0.2034455891257247,0.25724352869942024
1842.026460002212,289.33762265101404,128.98676999889406,0.5975916966603997,0.9151617430516192
1916.713134412341,301.06771558781844,65.61628729768607,0.15,0.3148717975390561
1761.4952886247463,276.6888599999935,230.74764431237315,0.7065109932089253,1.237511935483976
1436.8430918891922,225.69212865849488,214.80269324307451,0.15,0.390770114966533
1767.8496430395978,277.68691726675286,188.69172616006702,0.6916841662409381,1.1972823812586015
1700.0,267.03,200.0,0.5726839291767625,1.273885836292985
1950.2861506181928,306.34094853910574,64.91415481454214,0.15,0.3106343380741831
1348.2254257859236,211.77123974202874,200.0,0.49822542578592344,0.8639797728290187
1848.2821550414815,290.2954701260084,348.2821550414814,0.37757676743777785,1.0001240551211108
1700.0,267.03,200.0,0.6572535186161303,1.32136701314754
1718.9510782025727,270.00658268301737,209.4755391012863,0.8057808175273306,1.345290601886816
1953.5983577350291,306.8195823286261,453.59835773502914,0.19640164226497087,0.7649596028712035
1576.7989833804468,247.67758430940052,200.0,0.22535979667608932,0.23971216265912854
750.5004940108576,117.88089123648733,200.0,0.24577304164327296,0.5502307568185496
1925.0995973422441,302.34812682299815,425.0995973422442,0.1749668008859186,0.5751321314069473
1676.237814989941,263.29730019470554,200.0,0.5847243096363904,1.267411860557633
1268.5915935003636,199.2614123761892,223.87827119644157,0.15,0.507337430546478
2000.0,314.1159376251466,420.3118742669825,0.15,0.6656641579957896
1507.1711119357806,236.73890240731274,180.8018055040137,0.15,0.3870062174558098
2000.0,314.12106785011383,394.6607494307325,0.15,0.6567683479025781
2000.0,314.15,51.22776102639684,0.15,0.3191782981554334
1965.259693439451,308.69345584955636,332.62984671972544,0.18474030656054913,0.6938986747437844
1513.7067695256872,237.7667206421304,200.0,0.23306425177506246,0.2532956810102272
1308.1620115182768,205.48008876929092,200.0,0.17163240230365534,0.2826940781570757
1607.323850356876,252.4705768910652,200.0,0.31098577553531404,0.7395573266059421
1713.312999059971,269.1210283856861,206.65649952998552,0.9622798359967487,1.416911135902746
1025.9999900103498,161.15546985941143,215.2142853575125,0.15,0.4744142843585475
1721.7526336782455,270.4116853954056,395.6572376293421,0.15,0.5565066385320675
1951.1039985091015,306.42821736607806,451.1039985091016,0.19889600149089837,0.7688117249691108
2000.0,314.15,232.58167505647626,0.15,0.592665340045181
1607.491953085217,252.49866779417692,200.0,0.5621557989894069,1.2257076285049824
1545.79262711401,242.80537690393308,178.38796080537438,0.15,0.39794576163004325
2000.0,314.15,63.470120293754334,0.15,0.33613167442594377
2000.0,314.15,131.12082815429093,0.15,0.43422520082372185
1716.708909512651,269.6516279025349,216.70890951265102,0.5749366357310235,1.2662090153289154
1948.5313148161845,306.0653724580194,344.4854980160198,0.15,0.6253333828004766
1604.689283311221,252.05880442411922,200.0,0.9099843231272643,1.3371585966749069
1565.6884160221946,245.92833638876633,180.29347519334164,0.15,0.26448260992266337
823.808979926206,129.3963214922265,200.0,0.17034627090238236,0.3765992314059163
1303.2727242801589,204.70981251692322,200.0,0.344961037037245,0.7559168790127894
1219.8094126741785,191.60166254285997,200.0,0.16188564760450713,0.3339374857934027
1963.7918639268291,308.46242598562634,339.1375591780488,0.15,0.6060207902824731
1821.4407280098665,286.1019095557898,158.92796359950668,0.15,0.49328083984664106
1599.135958465104,251.17236275985206,259.48157507906245,0.15,0.3431853461234219
1780.5231434734005,279.6775017348887,213.42052391223342,0.7718510934920321,1.2260368480702397
1869.9033998130835,293.6878434306728,369.90339981308335,0.345144900280375,0.9563986911113411
1700.0,267.03,200.0,0.5520342363646937,1.2541447299646473
1504.8448818930178,236.37103404775524,124.27326771604733,0.15,0.3281866297637034
2000.0,314.15,322.3172202764948,0.15,0.6259086978138242
1810.2378400321081,284.34469007437644,218.3729733386847,0.5927783732584143,1.1042196374891349
1845.554793821093,289.891806282833,224.2591323035155,0.3816678092683606,0.9635743532148473
1794.2063166703028,281.82392822257117,111.7381049989092,0.15,0.29190475800043636
1073.9762760279866,168.69305521352345,200.0,0.4516212665632642,0.8374478443604858
1219.839267230274,191.60741912038202,200.0,0.28994642241009133,0.7297904597602436
1700.0,267.03,200.0,0.47067873489661083,1.1688366413750697
1989.5356089308136,312.5063929760665,151.74406517819773,0.17441691249476812,0.5568316257988792
1124.5550929160108,176.63886251222334,200.0,0.15,0.31466146027665526
1025.6572170257207,161.10038226306892,200.0,0.1536653167179601,0.33560161993844795
1540.8979256607195,242.03506412129903,200.0,0.17044896283035968,0.24911567960408837
2000.0,314.15,152.28258157786826,0.15,0.5284260652622946
708.4867854527113,111.28130150761271,200.0,0.1795873051234667,0.48958201930455125
1043.932722199478,163.975732339483,200.0,0.15,0.32208351980877387
1700.0,267.03,200.0,0.3293102813237244,0.5914100474390015
1732.6755025540194,272.16223226781796,205.44591709233657,0.41732449744598055,1.096694911984298
1700.0,267.03,200.0,0.6783111942734183,1.3300127652052876
1464.292460378164,229.97095738481653,385.20552722389226,0.15,0.58742123127617
1856.7443121548356,291.64930662911945,226.12405202580592,0.4842632716387172,0.9822641654259697
1128.9759495470034,177.33027916026927,200.0,0.27897594954700333,0.534071953796941
1353.39408657714,212.56347341520828,306.01822597314197,0.15,0.46485413078770355
1827.1214760946289,286.9965465119297,221.18691268243816,0.20762617463512373,0.38381720886061177
1765.0219400272326,277.24277938027734,167.48902998638366,0.22832601999092245,0.24093706468876894
1419.6322032001003,222.98872831765576,186.27298729999373,0.15,0.36221082155642836
1782.6983548613775,280.0191549368937,241.34917743068883,0.6570371719901188,1.1837975010178434
2000.0,314.1308577891698,222.27989747195895,0.15,0.46081741639485985
1700.0,267.03,200.0,0.9714512705771399,1.441880508230856
1700.0,267.03,200.0,0.8633151091161653,1.398626043646466
1144.2736522196074,179.73774023809543,200.0,0.18825262802440082,0.30434691011866843
2000.0,314.13117928440016,344.1035779993101,0.15,0.6392351208501608
2000.0,314.15,315.8325498103079,0.15,0.6241772907993522
1700.0,267.03,200.0,0.9110296837563397,1.4053045584918291
1700.0,267.03,200.0,0.920127821116086,1.4213511284464344
634.1457187961191,99.60356072889611,196.34153012898722,0.15,0.41416102008599154
1819.598908331694,285.8150018686314,219.93315138861567,0.4206016375024591,1.0235670565426782
1506.1418628402441,236.54945672180355,351.84255885207324,0.15,0.5188199201414583
1072.946789600713,168.53205819977867,200.0,0.15,0.32469067388759476
1700.0,267.03,200.0,0.924215641742015,1.3286802012805696
1192.9777712263372,187.38405103435431,200.0,0.38433015077483795,0.6469173610089731
1812.6747692087158,284.72522035477766,329.9294395580767,0.15,0.6043047303482347
1125.8597612021472,176.84256848485734,200.0,0.15,0.3148280477595706
1846.4723411065333,290.03592237646615,273.23617055326673,0.5082312040847553,1.0222367358634485
1700.0,267.03,200.0,0.8565666714026577,1.3959266685610632
1177.1409029605493,184.89630527077423,200.0,0.17530584328007845,0.3096329880639059
1964.73783213683,308.61148883429144,332.368916068415,0.24990947561231516,0.729683258825998
842.1470135811223,132.2802421582548,200.0,0.15,0.35063619757827114
1505.4428836846741,236.43804750128334,376.36072092116854,0.15,0.5545355157805247
1902.8908654724748,298.896582694089,68.20796272391097,0.15,0.31458498545855385
1556.9783173571586,244.55445625872676,234.18699041429514,0.15,0.3063648623797423
1831.8214969083356,287.73476311440254,265.91074845416784,0.31817850309166434,0.9266593688928932
1700.0,267.03,200.0,0.5818902989996757,1.2826871258436903
621.4623646656885,97.6112775811654,197.70046092867622,0.15,0.41506697395245085
1927.4555033229612,302.71776847137266,427.4555033229612,0.35554274058494323,0.8770793915818316
2000.0,314.15,348.13367603458136,0.15,0.6323043161644492
1919.9213888089025,301.5723194689183,236.65356480148375,0.3768893983747764,0.8326085336516744
701.7064869075072,110.21554643099668,200.0,0.15,0.39712320775721244
1884.3872350857914,295.9910883908083,169.2687941523681,0.47756950059025755,0.8837278308199902
1502.3097853820998,235.97353207384108,232.22534947793213,0.15,0.5390563280161421
1789.116967706397,281.02730506108475,185.14717204893384,0.7475019248318753,1.1780176867549397
1435.4690931334403,225.47434556149236,200.0,0.15,0.2659354711933623
2000.0,314.13678315571195,389.6505328641215,0.15,0.6491602131456486
844.7185223624674,132.68428611820224,200.0,0.19223416000899704,0.41109200386102007
2000.0,314.15,179.87255735887732,0.15,0.5504980458871018
1855.1093383743935,291.3925067473381,122.44533081280329,0.1982968872085355,0.26994520695655466
1673.7301183710185,262.903001596087,200.0,0.7580554142985653,1.2439951277616845
1596.8800385731404,250.83172896822992,200.0,0.421876374156311,1.0872283895855672
794.9435195646333,124.86144956247034,193.03773144412023,0.15,0.43191699082293544
2000.0,314.15,228.77130155277086,0.15,0.5896170412422167
1700.0,267.03,200.0,0.4919554398193816,0.9666053571569491
1836.46834152179,288.46462750835576,268.23417076089504,0.3952974877173149,0.9967218556914086
1846.9187280885599,290.0616478717466,454.075618426568,0.15,0.6392163866336882
1162.6361364708687,182.6207597706323,200.0,0.15,0.3072610441458279
2000.0,314.11216242471556,463.51272585329525,0.15,0.6787050903413181
2000.0,314.15,143.4795408739508,0.15,0.5129070358352966
1655.1223701850656,259.9797243560738,200.0,0.38268355527759823,0.9546506658327948
1757.496991539073,276.0189442380191,439.37424788476824,0.15,0.6252576975426716
1514.2603726545453,237.85368162816258,200.0,0.3993437379966942,1.0316478870585122
2000.0,314.1483877938552,258.0610307241528,0.15,0.6093955654551362
1871.7530936238154,293.9780603895766,371.7530936238155,0.5133662347325229,1.0181921628196675
1992.037216992852,312.89931221567724,346.018608496426,0.1619441745107221,0.6509959581028854
1825.8339593532128,286.79199833520266,297.7501878059639,0.15,0.5020833049767106
1971.6079622833613,309.6905572759732,245.26799371389353,0.1783920377166389,0.6586520691471713
1890.242641488721,296.9107775564951,168.29289308521317,0.3146360377669184,0.8095544702420772
2000.0,314.15,142.73291283899837,0.15,0.5113391169618965
1700.0,267.03,200.0,0.4693193276605422,1.1750692772434785
1503.602322699775,236.17833483806714,256.9254355062078,0.15,0.4264883176947937
1700.0,267.03,200.0,0.5066633292803516,1.1901305251016483
1446.6309214265632,227.23134818008134,200.0,0.221847880158507,0.25845579570347943
919.6714968595518,144.45440858179262,200.0,0.15,0.3466672657606572
1723.6907486572486,270.75102692243183,196.05154189045857,0.24210308378091713,0.24421194512770805
1700.0,267.03,200.0,0.9138002522053249,1.3115531347264364
1700.0,267.03,200.0,0.5256380761493584,1.1974033039882086
1841.9678738335538,289.3271037824054,69.75401577080578,0.15,0.32186773753888154
1685.8135567732454,264.8013097690768,200.0,0.8003474487063587,1.3126713499207396
2000.0,314.12410205290564,283.08152384956287,0.15,0.5117151334091785
1123.9963685110954,176.55057245399277,200.0,0.15,0.3103148044984149
824.027464527768,129.43351330408595,200.0,0.15,0.35460572044419525
1609.5294234994594,252.81683419617758,233.7303926458108,0.15,0.5252519632290541
1156.584092345551,181.67143681654505,200.0,0.4273431829354286,0.7673452539273697
1700.0,267.03,200.0,0.8179279943672385,1.3743213906668135
1878.6017266067313,295.08093264149016,245.6643473788118,0.15,0.590124520039485
851.9823192329015,133.82102273036242,226.99810563209658,0.15,0.4556032632698356
1372.8410920093497,215.6390145273686,210.8025682505844,0.15,0.3662413485125833
2000.0,314.15,211.26269975564253,0.15,0.5592836503196352
1579.7851666399533,248.1442496791367,200.0,0.18989258331997672,0.24199931450488854
1662.6511037954824,261.1630219619303,200.0,0.9546477688945143,1.393899248365015
1731.5777555591037,271.9898128064832,215.78887777955185,0.5526333666613444,1.229823701229152
1977.6911990076007,310.59974912429254,477.69119900760074,0.1574362669974664,0.6581041483009914
2000.0,314.1055798163846,472.1009180771703,0.15,0.6836245983891627
1532.257531148976,240.67701299288115,279.8386296723464,0.15,0.4961111338859947
1726.0416169322293,271.1179869796299,298.632803174793,0.15,0.5191620886543901
1386.6773981509416,217.81235231455915,224.44489158962256,0.15,0.4788244579481128
